_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,fluency_assessment,reply,abstr_da,abstr_utt,da,type,utt
884785101,2/17/2016 00:13:22,1896019388,2/17/2016 00:10:15,false,gifthunterclub,0.6333,32470593,USA,NJ,Fairfield,108.5.127.177,"{""text"":""I have a subway on line 1 going from City Hall to Dyckman Street at 7:15am."",""result"":""yes""}",I have a subway on line 1 going from City Hall to Dyckman Street at 7:15am.,"inform(from_stop=""*STREET"")",i want to go from *STOP to,"line=1, from_stop=City Hall, departure_time=7:15am, vehicle=subway, direction=Dyckman Street",reply,i want to go from City Hall to
884785101,2/17/2016 00:15:49,1896021303,2/17/2016 00:02:08,false,clixsense,0.78,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""There is a connection in line 1, from City Hall, subway at 7:15am, going to Dyckman Street."",""result"":""yes""}","There is a connection in line 1, from City Hall, subway at 7:15am, going to Dyckman Street.","inform(from_stop=""*STREET"")",i want to go from *STOP to,"line=1, from_stop=City Hall, departure_time=7:15am, vehicle=subway, direction=Dyckman Street",reply,i want to go from City Hall to
884785101,2/17/2016 13:22:04,1896962008,2/17/2016 13:16:52,false,vivatic,0.3333,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""Okay, take the 7:15am subway from City Hall to Dyckman Street, the line number is 1. Is there anything else I can help you with today?"",""result"":""yes""}","Okay, take the 7:15am subway from City Hall to Dyckman Street, the line number is 1. Is there anything else I can help you with today?","inform(from_stop=""*STREET"")",i want to go from *STOP to,"line=1, from_stop=City Hall, departure_time=7:15am, vehicle=subway, direction=Dyckman Street",reply,i want to go from City Hall to
884785102,2/17/2016 00:18:40,1896023702,2/17/2016 00:15:38,false,gifthunterclub,0.6333,32470593,USA,NJ,Fairfield,108.5.127.177,"{""text"":""There's a bus connection at 8:00pm from Broad Street to Cortlandt Street on line M101."",""result"":""yes""}",There's a bus connection at 8:00pm from Broad Street to Cortlandt Street on line M101.,"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")",best connection at *NUMBER *AMPM,"from_stop=Broad Street, departure_time=8:00pm, vehicle=bus, direction=Cortlandt Street, line=M101",reply,best connection at eight pm
884785102,2/17/2016 00:25:12,1896029597,2/17/2016 00:19:57,false,clixsense,0.78,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""The best possible connection is with a bus M101 at 8:00pm which is going from Broad Street to direction of Cortlandt Street."",""result"":""yes""}",The best possible connection is with a bus M101 at 8:00pm which is going from Broad Street to direction of Cortlandt Street.,"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")",best connection at *NUMBER *AMPM,"from_stop=Broad Street, departure_time=8:00pm, vehicle=bus, direction=Cortlandt Street, line=M101",reply,best connection at eight pm
884785102,2/17/2016 13:26:12,1896964725,2/17/2016 13:24:15,false,vivatic,0.3333,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""sure, you can take the 8:00pm bus from Broad street directly to cortlandt street, the line is M101."",""result"":""yes""}","sure, you can take the 8:00pm bus from Broad street directly to cortlandt street, the line is M101.","inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")",best connection at *NUMBER *AMPM,"from_stop=Broad Street, departure_time=8:00pm, vehicle=bus, direction=Cortlandt Street, line=M101",reply,best connection at eight pm
884785103,2/17/2016 00:29:59,1896034569,2/17/2016 00:25:13,false,clixsense,0.78,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""From where you would like to go and from where as well?"",""result"":""yes""}",From where you would like to go and from where as well?,"inform(vehicle=""*VEHICLE"")",i would like to take the *VEHICLE,"from_stop=?, to_stop=?",request,i would like to take the bus
884785103,2/17/2016 03:29:10,1896278902,2/17/2016 03:24:26,false,prodege,0.5,29447934,CAN,AB,Edmonton,162.157.43.24,"{""text"":""From where and to where?"",""result"":""yes""}",From where and to where?,"inform(vehicle=""*VEHICLE"")",i would like to take the *VEHICLE,"from_stop=?, to_stop=?",request,i would like to take the bus
884785103,2/17/2016 13:28:10,1896966128,2/17/2016 13:26:13,false,vivatic,0.3333,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""Where would you like to take the bus from and where do you want to go?"",""result"":""yes""}",Where would you like to take the bus from and where do you want to go?,"inform(vehicle=""*VEHICLE"")",i would like to take the *VEHICLE,"from_stop=?, to_stop=?",request,i would like to take the bus
884785104,2/17/2016 00:15:37,1896021141,2/17/2016 00:13:23,false,gifthunterclub,0.6333,32470593,USA,NJ,Fairfield,108.5.127.177,,I understand you need a subway to Wall Street.,"inform(to_stop=""*STREET"")&inform(time=""*TIME"")&inform(vehicle=""*VEHICLE"")",thank you i need to at *NUMBER oclock and on a *VEHICLE to *STOP,"to_stop=Wall Street, vehicle=subway",confirm,thank you i need to at *NUMBER oclock and on a subway to Wall Street
884785104,2/17/2016 00:19:56,1896024829,2/17/2016 00:15:50,false,clixsense,0.78,30777913,GBR,U8,Edinburgh,80.193.171.244,,"I understand you, Sir and there is a connection going from subway to Wall Street.","inform(to_stop=""*STREET"")&inform(time=""*TIME"")&inform(vehicle=""*VEHICLE"")",thank you i need to at *NUMBER oclock and on a *VEHICLE to *STOP,"to_stop=Wall Street, vehicle=subway",confirm,thank you i need to at *NUMBER oclock and on a subway to Wall Street
884785104,2/17/2016 13:24:14,1896963421,2/17/2016 13:22:05,false,vivatic,0.3333,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""You want to take the subway to Wall Street?"",""result"":""yes""}",You want to take the subway to Wall Street?,"inform(to_stop=""*STREET"")&inform(time=""*TIME"")&inform(vehicle=""*VEHICLE"")",thank you i need to at *NUMBER oclock and on a *VEHICLE to *STOP,"to_stop=Wall Street, vehicle=subway",confirm,thank you i need to at *NUMBER oclock and on a subway to Wall Street
884785105,2/17/2016 00:13:22,1896019385,2/17/2016 00:10:15,false,gifthunterclub,0.6333,32470593,USA,NJ,Fairfield,108.5.127.177,"{""text"":""I understand that you want a connection at 7:00 am. I need to know where you are coming from and where you would like to go to."",""result"":""yes""}",I understand that you want a connection at 7:00 am. I need to know where you are coming from and where you would like to go to.,"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")",can i get information about a connection at *NUMBER *AMPM,"confirm: departure_time=7:00, ampm=am; request: from_stop=?, to_stop=?",confirm-request,can i get information about a connection at seven am
884785105,2/17/2016 00:15:49,1896021298,2/17/2016 00:02:08,false,clixsense,0.78,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""Where you would like to go? We have a connection from 7:00 am, indeed."",""result"":""yes""}","Where you would like to go? We have a connection from 7:00 am, indeed.","inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")",can i get information about a connection at *NUMBER *AMPM,"confirm: departure_time=7:00, ampm=am; request: from_stop=?, to_stop=?",confirm-request,can i get information about a connection at seven am
884785105,2/17/2016 13:22:04,1896962013,2/17/2016 13:16:52,false,vivatic,0.3333,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""I understand you would like a connection at 7:00 am, where are you going from and where are you going to?"",""result"":""yes""}","I understand you would like a connection at 7:00 am, where are you going from and where are you going to?","inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")",can i get information about a connection at *NUMBER *AMPM,"confirm: departure_time=7:00, ampm=am; request: from_stop=?, to_stop=?",confirm-request,can i get information about a connection at seven am
884785106,2/17/2016 00:15:37,1896021139,2/17/2016 00:13:23,false,gifthunterclub,0.6333,32470593,USA,NJ,Fairfield,108.5.127.177,"{""text"":""You will arrive at 0:59pm."",""result"":""yes""}",You will arrive at 0:59pm.,"request(arrival_time=""*ARRIVAL_TIME"")",-each the destination and what time will i be there,arrival_time=0:59pm,reply,-each the destination and what time will i be there
884785106,2/17/2016 00:19:56,1896024827,2/17/2016 00:15:50,false,clixsense,0.78,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""You will be there at 0:59pm, exactly. "",""result"":""yes""}","You will be there at 0:59pm, exactly.","request(arrival_time=""*ARRIVAL_TIME"")",-each the destination and what time will i be there,arrival_time=0:59pm,reply,-each the destination and what time will i be there
884785106,2/17/2016 13:24:14,1896963420,2/17/2016 13:22:05,false,vivatic,0.3333,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""You will arrive at 0:59pm"",""result"":""yes""}",You will arrive at 0:59pm,"request(arrival_time=""*ARRIVAL_TIME"")",-each the destination and what time will i be there,arrival_time=0:59pm,reply,-each the destination and what time will i be there
884785107,2/17/2016 00:29:59,1896034572,2/17/2016 00:25:13,false,clixsense,0.78,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""The best connection so far is the bus M10, going from Lincoln Center to direction of Canal Street from 8:09am."",""result"":""yes""}","The best connection so far is the bus M10, going from Lincoln Center to direction of Canal Street from 8:09am.","inform(to_stop=""*STREET"")",i would like to depart *STOP and go to *STOP,"line=M10, vehicle=bus, from_stop=Lincoln Center, direction=Canal Street, departure_time=8:09am",reply,i would like to depart *STOP and go to Canal Street
884785107,2/17/2016 03:29:10,1896278895,2/17/2016 03:24:26,false,prodege,0.5,29447934,CAN,AB,Edmonton,162.157.43.24,"{""text"":""M10 bus from Lincoln Center to Canal Street is leaving at 8:09am"",""result"":""yes""}",M10 bus from Lincoln Center to Canal Street is leaving at 8:09am,"inform(to_stop=""*STREET"")",i would like to depart *STOP and go to *STOP,"line=M10, vehicle=bus, from_stop=Lincoln Center, direction=Canal Street, departure_time=8:09am",reply,i would like to depart *STOP and go to Canal Street
884785107,2/17/2016 13:28:10,1896966130,2/17/2016 13:26:13,false,vivatic,0.3333,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""You can take the 8:09am bus from lincoln center directly to canal street, the line is M10."",""result"":""yes""}","You can take the 8:09am bus from lincoln center directly to canal street, the line is M10.","inform(to_stop=""*STREET"")",i would like to depart *STOP and go to *STOP,"line=M10, vehicle=bus, from_stop=Lincoln Center, direction=Canal Street, departure_time=8:09am",reply,i would like to depart *STOP and go to Canal Street
884785108,2/17/2016 00:18:40,1896023709,2/17/2016 00:15:38,false,gifthunterclub,0.6333,32470593,USA,NJ,Fairfield,108.5.127.177,,I'm sorry subway transit is notfound.,"inform(vehicle=""*VEHICLE"")",cancel the *VEHICLE,"*=notfound, vehicle=subway",apologize,cancel the subway
884785108,2/17/2016 00:25:12,1896029595,2/17/2016 00:19:57,false,clixsense,0.78,30777913,GBR,U8,Edinburgh,80.193.171.244,,"I apologize but such a info has been not found, available at our Subway.","inform(vehicle=""*VEHICLE"")",cancel the *VEHICLE,"*=notfound, vehicle=subway",apologize,cancel the subway
884785108,2/17/2016 13:26:12,1896964728,2/17/2016 13:24:15,false,vivatic,0.3333,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""Sorry, this connection on the subway can not be found."",""result"":""yes""}","Sorry, this connection on the subway can not be found.","inform(vehicle=""*VEHICLE"")",cancel the *VEHICLE,"*=notfound, vehicle=subway",apologize,cancel the subway
884785109,2/17/2016 00:29:59,1896034570,2/17/2016 00:25:13,false,clixsense,0.78,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""Not more than 14 minutes."",""result"":""yes""}",Not more than 14 minutes.,"inform(vehicle=""*VEHICLE"")&request(duration)",how long will it take to get there on the *VEHICLE,duration=14 minutes,reply,how long will it take to get there on the subway
884785109,2/17/2016 03:29:10,1896278907,2/17/2016 03:24:26,false,prodege,0.5,29447934,CAN,AB,Edmonton,162.157.43.24,"{""text"":""It will take 14 minutes"",""result"":""yes""}",It will take 14 minutes,"inform(vehicle=""*VEHICLE"")&request(duration)",how long will it take to get there on the *VEHICLE,duration=14 minutes,reply,how long will it take to get there on the subway
884785109,2/17/2016 13:28:10,1896966131,2/17/2016 13:26:13,false,vivatic,0.3333,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""It is going to take you 14 minutes in total."",""result"":""yes""}",It is going to take you 14 minutes in total.,"inform(vehicle=""*VEHICLE"")&request(duration)",how long will it take to get there on the *VEHICLE,duration=14 minutes,reply,how long will it take to get there on the subway
884785110,2/17/2016 00:29:59,1896034576,2/17/2016 00:25:13,false,clixsense,0.78,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""Yes, from our subway the bus 7, going from Park Place to direction of World Trade Center from 3:17pm."",""result"":""yes""}","Yes, from our subway the bus 7, going from Park Place to direction of World Trade Center from 3:17pm.","inform(time=""*TIME"")",at *NUMBER pm,"departure_time=3:17pm, line=7, from_stop=Park Place, direction=World Trade Center, vehicle=subway",reply,at three pm
884785110,2/17/2016 03:29:10,1896278899,2/17/2016 03:24:26,false,prodege,0.5,29447934,CAN,AB,Edmonton,162.157.43.24,"{""text"":""Next subway from Park Place to World Trade Center, line 7, at 3:17pm"",""result"":""yes""}","Next subway from Park Place to World Trade Center, line 7, at 3:17pm","inform(time=""*TIME"")",at *NUMBER pm,"departure_time=3:17pm, line=7, from_stop=Park Place, direction=World Trade Center, vehicle=subway",reply,at three pm
884785110,2/17/2016 13:28:10,1896966124,2/17/2016 13:26:13,false,vivatic,0.3333,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""You can take the 3:17pm subway from park place directly to the world trade center, the line is 7."",""result"":""yes""}","You can take the 3:17pm subway from park place directly to the world trade center, the line is 7.","inform(time=""*TIME"")",at *NUMBER pm,"departure_time=3:17pm, line=7, from_stop=Park Place, direction=World Trade Center, vehicle=subway",reply,at three pm
884785111,2/17/2016 00:35:34,1896039083,2/17/2016 00:30:00,false,clixsense,0.78,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""Will take no more than 77 minutes."",""result"":""yes""}",Will take no more than 77 minutes.,"inform(to_stop=""*STREET"")&request(duration)",i'm saying i want to go to *STOP and i know i want to know how long it will take,duration=77 minutes,reply,i'm saying i want to go to Herald Square and i know i want to know how long it will take
884785111,2/17/2016 03:32:28,1896282582,2/17/2016 03:29:11,false,prodege,0.5,29447934,CAN,AB,Edmonton,162.157.43.24,"{""text"":""It will take 77 minutes"",""result"":""yes""}",It will take 77 minutes,"inform(to_stop=""*STREET"")&request(duration)",i'm saying i want to go to *STOP and i know i want to know how long it will take,duration=77 minutes,reply,i'm saying i want to go to Herald Square and i know i want to know how long it will take
884785111,2/17/2016 13:30:24,1896967448,2/17/2016 13:28:11,false,vivatic,0.3333,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""It is going to take 77 minutes in total "",""result"":""yes""}",It is going to take 77 minutes in total,"inform(to_stop=""*STREET"")&request(duration)",i'm saying i want to go to *STOP and i know i want to know how long it will take,duration=77 minutes,reply,i'm saying i want to go to Herald Square and i know i want to know how long it will take
884785112,2/17/2016 00:35:34,1896039090,2/17/2016 00:30:00,false,clixsense,0.78,30777913,GBR,U8,Edinburgh,80.193.171.244,,"Yes, the bus going to Central Park and you will be there.","inform(to_stop=""*STREET"")",what time will i get to *STOP,to_stop=Central Park,confirm,what time will i get to Central Park
884785112,2/17/2016 03:32:28,1896282580,2/17/2016 03:29:11,false,prodege,0.5,29447934,CAN,AB,Edmonton,162.157.43.24,"{""text"":""You are asking when you will get to Central Park?"",""result"":""yes""}",You are asking when you will get to Central Park?,"inform(to_stop=""*STREET"")",what time will i get to *STOP,to_stop=Central Park,confirm,what time will i get to Central Park
884785112,2/17/2016 13:30:24,1896967440,2/17/2016 13:28:11,false,vivatic,0.3333,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""when will you arrive at Central Park? Let me check"",""result"":""yes""}",when will you arrive at Central Park? Let me check,"inform(to_stop=""*STREET"")",what time will i get to *STOP,to_stop=Central Park,confirm,what time will i get to Central Park
